lat,lon,band1,band2,band3,band4,band5,band6,band7,irradiance
-8789850.0,184950.0,0.10238160279373379,0.09056633559741067,0.06373266317723725,0.32208255774140215,0.168058153760018,295.7380634908767,0.0647550165167397,204.1459820882634
-8784900.0,174600.0,0.1023868483719149,0.07848230001769903,0.054329217692169626,0.2494756709263809,0.11366970361977001,295.04960492685115,0.03993899093725227,203.17587072034055
-8775000.0,164700.0,0.10239106633937882,0.0835369801835214,0.053885324346752056,0.2996811582633082,0.13967536162156,296.2465692371017,0.04560461085171555,200.2886470386969
-8775000.0,169650.0,0.10239494241051214,0.08437704001604876,0.05891777095236728,0.27725895359662633,0.14323148979921324,295.6741900439802,0.0552584483095414,200.59289730791107
-8775000.0,174600.0,0.10239706289432353,0.08214624843869972,0.0543162591114277,0.27488662466446967,0.13785156760969225,296.35507646885515,0.04774380267028168,201.14842007512672
-8775000.0,194850.0,0.10239305275294011,0.08261779310983407,0.05352426050061593,0.2781605787004063,0.13260063764135974,295.913025582552,0.046890890610606924,202.23217282271992
-8769600.0,164700.0,0.1023946145182885,0.08437704001604876,0.05891777095236728,0.27725895359662633,0.14323148979921324,295.6741788510685,0.0552584483095414,199.54860734693247
-8769600.0,174600.0,0.10240020529304521,0.09244953914566548,0.06765744715871386,0.3303216650336705,0.17643452552997502,295.10612760003266,0.07583768306785743,208.848233942208
-8769600.0,184950.0,0.10239921464995372,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.76567341012026,0.04543484130481202,202.85601801923593
-8769600.0,189900.0,0.10239736342702085,0.08214624843869972,0.0543162591114277,0.27488662466446967,0.13785156760969225,296.355087867386,0.04774380267028168,201.32640624278037
-8769600.0,194850.0,0.1023953942583034,0.08214624843869972,0.05389205410359395,0.2748779023913835,0.12921939535711674,295.9486242186204,0.043721480195252356,200.8879346155391
-8764650.0,154800.0,0.1023838067093618,0.08714538406510311,0.05898074470169755,0.30449436774264316,0.140396040141128,294.48335690211695,0.053826499684820825,198.76930138029132
-8764650.0,164700.0,0.10239641422018202,0.08214624843869972,0.05389205410359395,0.2748779023913835,0.12921939535711674,295.9486879434417,0.043721480195252356,198.17605024408007
-8764650.0,169650.0,0.10239992808993773,0.0928877868915263,0.0680580680809889,0.32278796743007326,0.16410887683200776,293.7749990770027,0.06939177416887926,209.07657146096457
-8764650.0,174600.0,0.1024015547498179,0.09244953914566548,0.06765744715871386,0.33032166503367055,0.17643452552997502,295.1061136139398,0.07583768306785743,208.79196789268647
-8764650.0,184950.0,0.10240020164766865,0.09244953914566548,0.06765744715871386,0.3303216650336705,0.17643452552997502,295.1061276378377,0.07583768306785743,209.6469286636911
-8764650.0,189900.0,0.10239836015669394,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.7655724742294,0.04543484130481202,202.73801709326827
-8764650.0,194850.0,0.1023965821421738,0.08214624843869972,0.05389205410359395,0.2748779023913835,0.12921939535711674,295.9486984358335,0.043721480195252356,200.22184607141764
-8759700.0,154800.0,0.10238486310917032,0.10267067716836364,0.07865170633800496,0.3744024744878841,0.21299067323939525,297.04189117021934,0.0899182937103063,210.6939531865755
-8759700.0,159750.0,0.10239181832195711,0.08644130997370153,0.06119004816353577,0.28682606110498393,0.14253738628315674,294.40520355724686,0.0584504784131292,199.85969507956858
-8759700.0,164700.0,0.10239699964439763,0.08214624843869972,0.0543162591114277,0.27488662466446967,0.13785156760969225,296.35507407004314,0.04774380267028168,198.56096251534723
-8759700.0,169650.0,0.10240025425390448,0.09244953914566548,0.06765744715871386,0.3303216650336705,0.17643452552997502,295.10612709228536,0.07583768306785743,208.26043886755537
-8759700.0,174600.0,0.10240166003002117,0.09244953914566548,0.06765744715871386,0.33032166503367055,0.17643452552997502,295.1061125235243,0.07583768306785743,208.72683817823017
-8759700.0,184950.0,0.10240018455264598,0.0928877868915263,0.0680580680809889,0.32278796743007326,0.16410887683200776,293.77498665275994,0.06939177416887926,210.51187239843858
-8759700.0,189900.0,0.1023985397503112,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.7655936873483,0.04543484130481202,202.19850164565383
-8759700.0,244800.0,0.10243366334651749,0.09479143677074323,0.06239293435168847,0.35420586198775383,0.181230132134722,296.52476887973626,0.06617025817119518,202.46006151964883
-8754750.0,154800.0,0.10238529048676298,0.10267067716836364,0.07865170633800496,0.3744024744878841,0.21299067323939525,297.04186938151855,0.0899182937103063,210.7083949530079
-8754750.0,159750.0,0.10239188341843798,0.08644130997370153,0.06119004816353577,0.28682606110498393,0.14253738628315674,294.4052052629319,0.0584504784131292,199.23888052239897
-8754750.0,164700.0,0.10239671756896479,0.08214624843869972,0.05389205410359395,0.2748779023913835,0.12921939535711674,295.9487068980142,0.043721480195252356,197.02664632642507
-8754750.0,169650.0,0.1023996819610603,0.0928877868915263,0.0680580680809889,0.32278796743007326,0.16410887683200776,293.77501100160407,0.06939177416887926,208.70806285510258
-8754750.0,174600.0,0.10240090081453337,0.09244953914566548,0.06765744715871386,0.33032166503367055,0.17643452552997502,295.10612038930236,0.07583768306785743,208.64681394400085
-8754750.0,184950.0,0.10239955832267107,0.0928877868915263,0.0680580680809889,0.32278796743007326,0.16410887683200776,293.77501699207284,0.06939177416887926,210.38145886643792
-8754750.0,189900.0,0.10239829168485413,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.76556438667785,0.04543484130481202,201.710333945526
-8754750.0,194850.0,0.10239751001363687,0.08214624843869972,0.0543162591114277,0.27488662466446967,0.13785156760969225,296.3550934274165,0.04774380267028168,200.15448933932262
-8754750.0,225000.0,0.10242199649396527,0.08482185772604604,0.05352244964042023,0.2975593708910463,0.13457500122666924,295.91447271072224,0.045870646458957,197.46546920153216
-8754750.0,249750.0,0.10244275371061327,0.07714769726606169,0.048801189544785024,0.2378326447659363,0.1083286099137399,296.3850068943968,0.035884682065588876,204.28815890694236
-8744850.0,139950.0,0.10236273395333645,0.0864541459413629,0.06341324074758825,0.29101314376583154,0.1458262703962515,294.0500348903464,0.0606682896443443,198.272276755157
-8744850.0,159750.0,0.1023915715748619,0.08383668181310548,0.061335710615720296,0.27331915891657826,0.13254891090702825,293.4393152789302,0.0567220662656329,200.39709319633468
-8744850.0,164700.0,0.10239551432136307,0.08214624843869972,0.05389205410359395,0.2748779023913835,0.12921939535711674,295.9486317193255,0.043721480195252356,196.2644091082146
-8744850.0,169650.0,0.10239784604548383,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.7655117521396,0.04543484130481202,198.61631577540086
-8744850.0,174600.0,0.10239878804105854,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.765623015789,0.04543484130481202,199.1616895937802
-8744850.0,184950.0,0.10239830417117977,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.76556586149354,0.04543484130481202,200.34699727004073
-8744850.0,189900.0,0.10239817439220031,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.76555053286125,0.04543484130481202,200.8881160860183
-8744850.0,219600.0,0.10242603121845856,0.09787214812333507,0.07320917833634294,0.34185294004411904,0.19064647883956398,296.0562114573127,0.08354119686812922,210.60996414446188
-8744850.0,225000.0,0.10243557814552878,0.08397432873130842,0.05351375136927853,0.29151664726792653,0.13748595816353426,296.3488203665998,0.0443662034221389,196.6564731227896
-8744850.0,229950.0,0.10244399093786292,0.08720293939000506,0.059094338697317776,0.3067577654535648,0.14192866680869376,294.70366821812144,0.053303487854261304,201.02726754482092
-8744850.0,234900.0,0.10245125967656912,0.0994892437290866,0.07419318997475105,0.35698050750975374,0.19384740891476174,295.8117289041226,0.0826670671961998,209.96599211997702
-8744850.0,249750.0,0.10245946461001536,0.08835072935300813,0.059453258279896046,0.315040771021079,0.16194563725152825,296.5376734400362,0.0569990039779139,196.3584756841342
-8744850.0,254700.0,0.10245629394599423,0.08435821637219758,0.05622510131175992,0.2783656595130354,0.1340356548882365,295.56178790872485,0.0478896161136497,199.7312798153752
-8744850.0,259650.0,0.10245005736118164,0.07955912296618255,0.0496182795121745,0.29067476693609723,0.11238014911952911,296.4815073359555,0.0344139537284715,197.8755841233067
-8739900.0,135000.0,0.1023578081306637,0.07906441075404386,0.053049060586701745,0.24730090749426256,0.12033122195365224,295.99131506792287,0.04131066125366907,195.2236070978106
-8739900.0,139950.0,0.10236577147423094,0.08766499185941025,0.06442623550380583,0.2994225315873907,0.13854353526638352,293.1554210433572,0.05429922801129435,200.64191943942714
-8739900.0,144900.0,0.10237365815300357,0.08948782116482867,0.0626838016324108,0.3156357522582768,0.14624173600359824,294.00040519940836,0.05648379449295837,197.32107689696028
-8739900.0,154800.0,0.10238725890572976,0.07848230001769903,0.054329217692169626,0.2494756709263809,0.11366970361977001,295.0496624883398,0.03993899093725227,194.77052374510532
-8739900.0,169650.0,0.10239762187897017,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.765485277209,0.04543484130481202,198.2222187054358
-8739900.0,184950.0,0.10239848690762458,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.76558744564784,0.04543484130481202,199.99392954555682
-8739900.0,189900.0,0.10239897412410277,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.76564499693154,0.04543484130481202,200.54552384576226
-8739900.0,199800.0,0.10240363238533828,0.09600312934001362,0.0748405013955424,0.3382472207095509,0.185819953943182,295.37814895989516,0.07951266358544702,211.81842325633275
-8739900.0,214650.0,0.1024229852226592,0.0896275599012575,0.056158057277758855,0.3490284479512036,0.16835680404299974,296.3420346179532,0.058965308429198324,198.67542325637604
-8739900.0,219600.0,0.10243194895292118,0.09434630767409737,0.07567793203563941,0.332386825087476,0.18184024148002426,294.9506875962559,0.0818314986476717,212.80463855948415
-8739900.0,234900.0,0.10245824700126027,0.08592750951485142,0.061536910557211506,0.28841367585210853,0.12780972513145575,292.4018012538302,0.0527420615769027,206.40139689597987
-8739900.0,249750.0,0.10246634733634107,0.08515803877899744,0.0568655653212563,0.30376800988362107,0.1475196246374525,295.66214611038146,0.05491922330655093,196.94740270435005
-8739900.0,254700.0,0.10246303944187103,0.08457772873870657,0.05820776620477462,0.2889839117948586,0.13412390116228923,294.53073258097476,0.050658226880449124,200.45952708877158
-8739900.0,259650.0,0.10245665110175495,0.08435821637219758,0.05622510131175992,0.27836565951303543,0.1340356548882365,295.5618069273236,0.0478896161136497,199.51681452720842
-8739900.0,264600.0,0.10244747609330172,0.0954791811150095,0.06905755364925828,0.33303015013213666,0.186412692104081,296.37975435849063,0.0778071997696496,207.29150245535232
-8734950.0,129600.0,0.10235404631259505,0.09068076994743032,0.05929814319529183,0.35319562263359433,0.17231893606594173,296.2144671672963,0.06045109459440602,193.017718608431
-8734950.0,154800.0,0.10238955907501314,0.0819280239440094,0.0516669122357394,0.29650926603309313,0.140290775684517,296.42479515967915,0.0475028089982225,197.4070754051329
-8734950.0,174600.0,0.10239905464047833,0.08402266462659057,0.05951880349919068,0.2723967646941627,0.12314810241959649,293.7656545081662,0.04543484130481202,198.44092466614734
-8734950.0,189900.0,0.10240056001975975,0.09244953914566548,0.06765744715871386,0.3303216650336705,0.17643452552997502,295.10612392186925,0.07583768306785743,209.37021258816554
-8734950.0,194850.0,0.10240281544041542,0.09600312934001362,0.0748405013955424,0.338247220709551,0.185819953943182,295.3781609815788,0.07951266358544702,211.66705899263783
-8734950.0,199800.0,0.10240665943914135,0.0916514207004796,0.06130647469217387,0.33961608977845414,0.161233110072094,295.03404725518055,0.061532198150870625,202.3625157606486
-8734950.0,204750.0,0.10241224068828474,0.09190379870479486,0.06699900158924545,0.31835100842829933,0.16250499299319549,294.52854155501393,0.06495466865680027,208.13061783386215
-8734950.0,219600.0,0.10243741504831361,0.08811868705375063,0.05876064191682405,0.3221786268271874,0.152653504158484,295.4983468291637,0.05544086978313498,199.5365294556506
-8734950.0,234900.0,0.10246402117587566,0.08457772873870657,0.05820776620477462,0.29045716545819317,0.14434172850317573,295.821681792702,0.0518434469319234,198.21238703154853
-8734950.0,249750.0,0.10247176288978817,0.0819247152869753,0.049077684655059725,0.29515361180244987,0.12688219800429523,296.4643228578044,0.040885502160027995,195.67995656732987
-8734950.0,274950.0,0.10242697309741997,0.09787214812333507,0.07320917833634294,0.341852940044119,0.19064647883956398,296.056202385937,0.08354119686812922,209.90544584644636
-8734950.0,279900.0,0.10241277554647284,0.09190379870479486,0.06699900158924545,0.31835100842829933,0.16250499299319549,294.5285161563333,0.06495466865680027,206.52307578477462
-8730000.0,129600.0,0.10235912360729282,0.07906441075404386,0.053049060586701745,0.24730090749426256,0.12033122195365224,295.99142289239546,0.04131066125366907,195.6415276814671
-8730000.0,144900.0,0.10238185311667995,0.09652037506913018,0.06840219219369217,0.3426990321996164,0.1982131603400195,297.71248950669604,0.08519534296935173,210.55838891249726
-8730000.0,159750.0,0.10239674062328363,0.08214624843869972,0.05389205410359395,0.2748779023913835,0.12921939535711674,295.9487083385885,0.043721480195252356,195.10077779547868
-8730000.0,184950.0,0.10240146247579063,0.09244953914566548,0.06765744715871386,0.33032166503367055,0.17643452552997502,295.10611456973425,0.07583768306785743,208.7468489244752
-8730000.0,194850.0,0.10240559966011234,0.09359253172106012,0.06894290318485975,0.33009984615043403,0.1722997432724865,294.2937694745628,0.0741319803847819,210.66996909053563
-8730000.0,219600.0,0.10244194985289434,0.07714769726606169,0.048801189544785024,0.2378326447659363,0.1083286099137399,296.3849639502381,0.035884682065588876,200.56340766949688
-8730000.0,225000.0,0.10245226286973858,0.0847927384221153,0.05243612403053365,0.31425142857002897,0.13004779610744052,296.09154661215126,0.0418402200727165,195.53173681732835
-8730000.0,249750.0,0.10247534638939977,0.07968733688850822,0.0517344000995147,0.27354448178156393,0.116531484474114,296.00198853159094,0.0379388755826674,197.03018604612942
-8730000.0,254700.0,0.10247197932275925,0.09945763575070235,0.07419318997475105,0.35698050750975374,0.19384740891476174,295.8115393860827,0.0826670671961998,209.7737824262134
-8730000.0,274950.0,0.10243150591297459,0.09434630767409737,0.07567793203563941,0.332386825087476,0.18184024148002426,294.95069144877044,0.0818314986476717,211.30099208047199
-8724600.0,124650.0,0.10235716762387392,0.07906441075404386,0.053049060586701745,0.24730090749426256,0.12033122195365224,295.99126257341396,0.04131066125366907,196.6126463924618
-8724600.0,129600.0,0.10236506253429291,0.0864541459413629,0.06341324074758825,0.29101314376583154,0.1458262703962515,294.0500712943078,0.0606682896443443,195.36599648343437
-8724600.0,144900.0,0.10238794345582598,0.07848230001769903,0.054329217692169626,0.2494756709263809,0.11366970361977001,295.049758473676,0.03993899093725227,194.52079316241452
-8724600.0,164700.0,0.10240285532966219,0.09600312934001362,0.0748405013955424,0.338247220709551,0.185819953943182,295.3781603945237,0.07951266358544702,210.8195458235513
-8724600.0,194850.0,0.10240885283316749,0.08527936482776798,0.06039719522972708,0.293859348272761,0.14143148676945375,295.0188361523691,0.051409916203453046,198.8444001566954
-8724600.0,214650.0,0.1024360450244519,0.08397432873130842,0.05351375136927853,0.29151664726792653,0.13748595816353426,296.34882836040254,0.0443662034221389,198.33814980008893
-8724600.0,229950.0,0.10246337852353685,0.08457772873870657,0.05820776620477462,0.2889839117948586,0.13412390116228923,294.53076329228406,0.050658226880449124,200.13833138877777
-8724600.0,234900.0,0.10247013053064426,0.0807016704464747,0.05020712894044345,0.2728072413070022,0.11369549091717632,295.8913541032274,0.03984617457877328,197.55460409951806
-8724600.0,249750.0,0.1024767985743302,0.08639311053867169,0.0565611808193371,0.3110125737705276,0.14811944684131675,295.77331336049906,0.053335252957239745,195.87950390656266
-8724600.0,264600.0,0.10245924609539683,0.08835072935300813,0.059453258279896046,0.315040771021079,0.16194563725152825,296.5376776296918,0.0569990039779139,195.7223863712788
-8724600.0,279900.0,0.10242181650042526,0.08482185772604604,0.05352244964042023,0.2975593708910463,0.13457500122666924,295.91446524375806,0.045870646458957,197.18580732671586
-8714700.0,114750.0,0.10234474809236896,0.08473179252394904,0.05726109561900957,0.28576063984690986,0.1328395919079935,294.61254316345565,0.05075488963319205,195.64601886679733
-8714700.0,124650.0,0.10236553995019818,0.08583783372316625,0.056817288521253326,0.3003347576049813,0.13899707732300226,295.3775485675426,0.04947850220637186,192.29614801062675
-8714700.0,129600.0,0.10237545312317416,0.08237981509540163,0.057876032741038475,0.2644886453181551,0.11756869757024475,294.4454423767421,0.04035860165918612,197.40231904001365
